Company_Number,SYS_RESPNUM,SURVEY_POLE,SURVEY_CONTACT_FUNCTION,SURVEY_VALUE_CHAIN,MAXDIFF: Material selection support,MAXDIFF: Processing support,MAXDIFF: Application development support,MAXDIFF: Total system cost reduction,MAXDIFF: Efficient and reliable ordering process,MAXDIFF: Delivery &amp; inventory management,MAXDIFF: Low material price,MAXDIFF: Formula based or fixed material price,MAXDIFF: Material coloring solutions,MAXDIFF: Account manager relationship,MAXDIFF: Collaboration during your innovation process,MAXDIFF: Collaboration for growth,MAXDIFF: Support towards your sustainability goals,MAXDIFF: Material quality,MAXDIFF: Supplier expertise of your industry,MAXDIFF: Global service and operations,MAXDIFF: Local service and operations,MAXDIFF: Business services,"MAXDIFF: Credit limit, financing and payment terms",MAXDIFF: Broad material portfolio,Willing to Changing suppliers,Willing to Give more business,Willing to Recommend to others,Willing to Specify as supplier of choice,Willing to Pay for consulting services,Willing to Pay price premium,Changed material suppliers in past,Given more business in past,Recommended to others in past,Specify as supplier of choice in past,Paid for consulting services in past,Paid premium in past,Will - Order large quantity for lower price,Will accept - No sales rep for lower price,Will accept - Cancellation fees for lower price,Will accept - Longer lead times for lower price,Will accept - Broader materials specs for lower price,Will - Use own transportation for lower price,Will - Allocate more spending to supplier for lower price,Will - Give up support for lower price,Price Importance,Quality and service importance
1040,2524,PAC,PURCHASING,Molder,0.128166,1.005637,0.069814,12.986059,8.824718,5.55102,11.180802,9.345329,0.857015,0.828043,8.827993,12.187283,1.300806,6.701759,0.1682,1.517178,4.794577,0.590769,13.107149,0.027681,3,5,5,5,3,4,0,1,1,1,0,0,4,3,1,1,3,1,3,2,50,50
1041,1860,AMR,MANAGEMENT (SENIOR),Molder,6.727711,0.580892,8.072407,12.324005,2.52021,1.053208,13.738501,2.872323,0.878983,1.476292,12.291649,13.375607,12.260518,6.00116,3.22126,0.189729,0.394879,0.051097,1.727165,0.242405,4,4,4,4,2,1,1,1,1,1,0,0,4,5,4,1,3,1,4,3,90,10
1042,721,PAC,PURCHASING,Tier 2,7.065525,0.671047,0.836606,12.159987,0.553494,8.985266,14.04956,13.249748,4.469889,2.439513,2.328281,2.5925,0.206935,13.256543,4.171223,7.308773,5.311346,0.234005,0.020421,0.089338,5,5,5,4,3,2,1,1,1,0,0,0,4,3,3,3,4,2,4,3,70,30
1042,1079,PAC,ENGINEERING/DESIGN,Tier 2,10.546874,6.523323,3.447369,10.414499,0.102246,3.842259,13.002719,3.247119,0.142599,4.863942,2.337432,1.866879,6.439753,13.288121,11.468561,7.310856,0.823795,0.195127,0.007373,0.129153,4,4,2,4,2,2,1,0,0,0,0,0,4,2,3,4,2,3,4,2,50,50
1043,1719,EUR,SALES,Molder,6.65688,10.605192,5.577053,13.3303,0.49391,9.126441,3.584926,3.885348,1.333503,8.373283,4.086203,6.077808,0.260441,8.91372,4.160193,0.364384,1.241034,0.481546,11.432343,0.015493,1,5,5,5,4,3,1,1,1,1,1,0,2,4,4,4,2,4,4,2,98,2
1044,925,PAC,PURCHASING,,9.908683,8.779908,8.410831,11.800938,0.255788,1.032323,10.487486,4.999558,0.021695,7.405582,9.007512,4.426156,3.762757,9.603216,3.172996,0.105,4.021399,0.066553,2.397877,0.333741,,,,,,,,,,,,,,,,,,,,,,
1045,601,AMR,PURCHASING,Tier 1,1.351359,9.047277,0.140385,7.264658,7.269956,12.484754,13.605976,13.425936,0.645451,6.025568,0.211055,0.179784,0.040202,9.654828,0.987115,0.482643,3.538452,0.414801,12.957995,0.271803,4,4,4,4,4,4,0,0,1,0,0,0,3,1,1,1,1,3,3,2,50,50
1046,2682,EUR,PURCHASING,Contract Manufacturer,2.569252,0.052494,0.403952,12.92374,5.79238,7.104434,13.351343,12.194093,1.169941,11.433217,0.175983,0.100454,0.316751,13.136766,4.608672,0.01417,2.033402,0.178733,11.803676,0.636548,2,4,5,3,2,2,1,1,1,0,0,0,4,3,1,2,1,5,2,4,85,15
1047,686,AMR,ENGINEERING/DESIGN,OEM,12.781028,9.841114,11.665424,0.162694,0.41297,1.587068,0.312151,0.483779,2.825913,5.162087,12.59417,1.290713,4.625667,12.257331,0.365521,7.584,3.493612,0.062836,0.001891,12.49003,2,5,1,5,2,4,1,1,0,1,0,1,5,2,4,1,1,3,4,1,25,75
1047,1239,AMR,ENGINEERING/DESIGN,OEM,12.751523,7.479118,0.512873,0.813533,4.469506,0.705585,0.080979,1.616121,11.343637,8.301629,9.859508,0.325882,4.353769,12.926027,3.743096,5.232419,1.974823,0.343012,0.007068,13.159891,3,3,3,3,3,3,1,1,0,0,0,0,5,2,3,2,3,2,3,1,1,99
1047,3101,AMR,PURCHASING,Design House,5.326787,2.01313,4.820647,2.169086,5.881387,11.293415,0.738014,5.420962,2.459907,7.420308,12.844613,0.789592,2.778116,13.592845,0.336558,7.539219,1.512832,0.06355,0.177578,12.821452,4,4,1,3,3,4,1,0,0,0,0,1,4,2,2,3,3,1,4,1,35,65
1047,3858,PAC,MANUFACTURING,Design House,12.405092,12.490941,13.327106,0.381974,1.150366,1.138178,0.018091,0.022761,9.285703,1.270004,13.235303,1.47782,1.045028,8.142477,12.747537,0.266323,0.52147,1.025568,0.142823,9.905434,4,4,4,4,2,2,0,0,0,1,0,0,4,3,3,1,1,4,4,1,40,60
1048,1758,EUR,MANUFACTURING,ODM,9.451408,8.551093,7.421444,11.331984,0.106325,0.301904,12.684015,12.369137,4.070029,5.039632,5.461737,0.798603,0.18175,12.106222,6.847618,2.314889,0.71605,0.069243,0.007142,0.169778,2,2,2,2,2,3,1,1,1,1,0,0,5,3,3,4,1,4,3,2,80,20
1048,2647,EUR,PURCHASING,ODM,1.832352,1.358497,0.619909,10.934192,6.231653,9.996145,9.314232,4.223779,0.729129,0.932549,0.816444,6.001412,13.513301,15.07,0.337869,13.809159,0.888641,0.342831,1.103507,1.944398,4,3,2,5,2,2,1,1,1,1,0,0,4,2,1,2,2,5,3,4,50,50
1049,66,EUR,PURCHASING,Tier 2,9.708667,12.056729,5.556868,4.293953,8.435131,3.789829,6.805091,7.53092,0.195111,9.360308,6.866237,0.72231,2.173241,13.062095,6.267286,0.209939,0.200017,0.396748,0.25113,2.118388,4,4,4,4,2,3,0,1,1,1,0,0,3,3,2,3,4,2,3,4,30,70
1050,779,MEA,MANUFACTURING,Other,5.231127,11.94775,11.216236,12.541292,1.243279,7.77587,9.061935,7.428393,0.649518,0.024726,9.135342,3.34953,0.997771,9.720377,7.999132,0.370076,0.859297,0.210375,0.186422,0.05155,3,4,3,4,1,1,1,1,0,1,0,0,3,3,1,1,3,3,3,3,60,40
1050,3881,MEA,SUPPLY CHAIN,Other,1.188664,5.459991,1.083478,11.165236,4.348666,13.086242,13.772555,2.958635,0.020338,8.442397,0.65341,0.244585,5.270541,11.721542,0.755224,0.487868,13.254836,0.064311,4.086069,1.935411,5,5,5,4,3,3,1,1,1,1,0,0,4,4,1,2,2,5,5,3,70,30
1050,3945,MEA,ENGINEERING/DESIGN,Other,0.707307,3.254904,12.570888,11.14941,1.424299,2.55091,12.522549,3.507914,0.601659,6.225207,11.714309,5.061884,0.136211,12.749793,9.296312,0.451622,4.822127,0.462518,0.035338,0.754838,4,5,4,4,4,4,1,1,1,1,1,1,3,1,3,3,1,3,3,1,50,50
1051,792,EUR,MANAGEMENT (SENIOR),Contract Manufacturer,2.162658,8.400498,2.31433,12.516013,9.152834,9.57239,12.785636,2.499868,0.264506,5.75486,0.232752,0.016996,0.049169,13.219605,5.559733,1.311345,0.690315,0.396166,13.032326,0.067999,2,4,5,4,2,2,1,1,1,1,0,0,2,4,2,2,3,3,4,2,50,50
1052,1251,PAC,ENGINEERING/DESIGN,ODM,5.811032,4.564841,8.695426,4.333129,1.161231,7.325048,1.414367,0.788447,2.277191,1.754784,12.914968,0.345308,10.27946,9.979299,0.301214,9.707813,8.705754,0.426826,0.013349,9.200513,2,4,4,4,1,2,1,1,1,1,0,0,4,3,4,4,4,4,5,2,30,70
1053,1291,AMR,ENGINEERING/DESIGN,Molder,11.464838,4.01432,6.813427,10.581791,0.173851,4.394643,11.385556,1.303278,12.890043,12.202264,1.583839,0.030869,2.252916,11.254842,0.204147,4.573884,2.928618,0.131224,0.405934,1.409718,1,5,1,1,2,3,1,1,1,1,0,0,1,1,2,4,4,4,3,1,65,35
1054,644,PAC,MANAGEMENT (SENIOR),Contract Manufacturer,7.048522,9.673736,10.244959,0.379321,2.811877,7.630366,0.071328,0.88873,1.511157,12.673934,7.506448,3.988446,2.618916,12.356943,5.916439,0.110742,11.0991,0.110708,0.117262,3.241065,3,5,5,4,4,4,1,1,1,1,1,1,4,1,1,1,1,4,4,1,10,90
1054,703,PAC,MANAGEMENT (SENIOR),Molder,5.848956,13.158094,0.333878,3.936793,2.859639,3.533007,0.320432,1.329708,11.149791,3.817782,2.512516,0.270368,0.14535,13.056375,10.837089,7.605158,10.666919,0.031363,1.169965,7.416816,4,4,4,4,4,4,0,1,1,1,1,1,4,2,2,2,4,4,3,2,45,55
1055,47,AMR,ENGINEERING/DESIGN,Tier 1,11.767083,6.337569,13.004916,10.516181,0.216551,0.194714,9.101525,1.788455,0.284163,0.978989,13.10894,9.30582,4.133589,11.610498,2.624612,2.581254,0.198758,0.697692,0.007314,1.541378,2,4,4,4,2,2,0,1,1,1,0,0,2,2,2,2,3,3,3,3,70,30
1055,51,AMR,PURCHASING,Tier 1,4.830931,9.259039,5.644678,12.180284,0.588132,1.01639,12.855736,0.339717,0.087465,2.495857,12.459349,9.726515,5.009767,13.223794,5.404856,3.217694,0.259937,0.084489,1.305001,0.010368,3,4,4,5,2,2,1,1,1,1,0,0,2,2,2,2,1,4,4,2,70,30
1055,52,AMR,SUPPLY CHAIN,Tier 1,12.691211,12.732948,9.003698,6.666157,4.511531,5.290468,3.874197,0.144282,0.936337,6.512354,12.972784,1.074736,0.192303,13.703514,1.711595,6.752195,0.831639,0.100326,0.041538,0.256187,1,4,4,4,4,3,1,1,0,1,1,1,2,3,3,2,2,3,4,1,35,65
1055,65,EUR,PURCHASING,Tier 1,0.251936,2.509869,0.365969,14.676868,0.624146,2.136924,14.54967,13.654921,0.333216,0.151292,2.161583,0.99728,11.08475,7.82395,0.395857,0.18882,8.916729,2.220454,6.251326,10.704438,4,4,4,4,2,2,1,1,0,1,0,0,2,2,1,2,3,2,4,2,60,40
1055,76,EUR,SUPPLY CHAIN,Molder,0.777265,1.560958,0.501163,11.248701,13.732786,14.412044,10.812429,0.42279,0.289581,5.332868,0.312526,0.291084,1.343219,14.77655,1.520975,5.597912,0.224058,2.499607,12.982847,1.360635,2,4,5,4,3,2,1,1,1,1,1,0,2,4,3,2,2,4,4,3,70,30
1055,553,AMR,PURCHASING,Tier 1,3.674872,11.404723,9.298831,11.689668,1.905522,1.699455,4.534132,8.525173,0.066016,0.154458,9.896727,11.334558,8.353657,10.798475,5.424513,0.062771,0.135773,0.557639,0.26033,0.222706,4,4,4,4,4,3,1,1,1,1,1,0,4,2,1,2,3,3,4,5,45,55
1055,557,AMR,ENGINEERING/DESIGN,Tier 1,9.482452,9.796484,12.416364,8.884103,0.810953,0.993364,3.47724,0.111115,0.039473,11.363527,12.343136,0.372799,1.494556,12.338246,6.080981,3.89142,5.76214,0.237851,0.017203,0.086592,2,4,4,4,2,3,0,1,1,1,0,0,2,2,3,2,3,3,3,3,65,35
1055,618,AMR,PURCHASING,Tier 1,8.776014,8.062874,7.311752,13.933198,8.641987,9.917708,13.660429,0.401753,3.196945,0.655191,3.391685,1.557108,0.113755,14.242813,2.918767,0.127934,0.131501,0.679015,0.330062,1.949507,4,4,5,4,4,3,1,1,1,1,1,0,4,4,2,4,3,3,2,4,50,50
1055,1842,AMR,SUPPLY CHAIN,Tier 1,11.226162,12.898406,11.569063,9.786683,6.964811,6.23807,5.205925,2.206281,0.747026,0.232211,10.49183,1.337072,0.034317,13.105581,2.427627,0.494948,0.18435,0.216857,4.563717,0.069064,4,4,4,4,4,4,1,1,1,0,0,0,2,4,2,2,3,2,4,1,30,70
1055,2208,AMR,SALES,Tier 1,2.379027,7.453201,0.325065,11.19186,12.476195,11.481208,12.952999,12.088619,0.05171,7.336584,0.344851,0.007821,1.841778,12.997608,2.431735,0.089837,2.638837,0.184203,1.594245,0.132616,2,4,5,4,3,2,1,1,1,1,0,0,4,2,1,2,3,2,4,2,50,50
1056,147,AMR,PURCHASING,OEM,5.82174,4.607389,0.518482,3.865812,9.207582,7.450326,12.905083,12.947916,4.807377,10.017751,3.498093,0.238424,0.307512,13.347606,8.471771,0.048689,0.254947,0.751583,0.01675,0.915166,4,4,4,4,3,3,1,1,1,1,0,0,3,2,2,2,3,3,3,2,40,60
1057,2185,EUR,PURCHASING,Molder,7.563085,10.644965,2.77825,12.219263,1.730322,6.109509,13.801171,1.166081,8.109573,3.093969,7.020907,1.116968,0.961903,14.394183,0.441134,6.441052,0.102191,0.026533,1.836755,0.442185,2,4,3,4,2,2,1,1,0,1,0,0,4,4,2,2,3,4,4,2,60,40
1058,2290,AMR,PURCHASING,Converter,1.442821,1.45076,1.075665,10.141235,6.754629,1.613016,12.040185,9.410437,0.017782,10.474953,7.082947,0.856128,5.307635,12.1268,1.344363,13.029194,4.416783,0.279936,0.930321,0.20441,3,4,4,4,3,1,1,1,1,0,0,0,4,3,1,1,1,4,4,2,50,50
1059,1140,PAC,ENGINEERING/DESIGN,ODM,7.092903,8.862119,11.112884,0.711099,0.621157,0.118912,0.169165,0.041485,8.989226,3.140807,8.992807,9.028867,1.647658,9.731429,10.257371,7.704889,2.415498,0.109725,0.00343,9.248568,3,3,4,3,4,3,0,0,1,0,0,0,3,2,4,2,3,4,3,4,40,60
1060,1717,PAC,ENGINEERING/DESIGN,Other,0.572409,4.630774,0.727476,12.763425,4.639977,9.098674,13.078428,3.91858,0.021688,8.231379,2.065951,0.214307,10.70595,13.283412,0.13481,0.056474,10.918168,0.919051,3.476503,0.542564,2,5,5,5,1,1,1,0,1,1,0,0,4,4,4,2,1,3,5,5,35,65
1061,1940,PAC,MANAGEMENT (SENIOR),Converter,4.444058,0.950273,2.143103,7.818122,3.023599,13.592559,14.14342,7.938596,0.377943,12.439986,2.855483,1.039712,0.345509,13.664334,11.177907,1.492462,1.52645,0.168917,0.841418,0.016147,5,4,2,4,2,2,0,0,0,0,0,0,4,2,2,4,4,4,5,2,70,30
1062,3361,MEA,MANAGEMENT (SENIOR),Converter,0.380113,0.578101,0.437183,13.469968,12.16149,11.38736,13.598604,3.651351,0.188426,3.874203,2.290645,0.087904,0.101074,13.736387,2.2558,1.999571,8.022313,0.507724,11.237713,0.03407,5,5,4,5,2,3,1,1,1,1,0,0,4,4,2,2,1,3,4,4,30,70
1063,2581,PAC,ENGINEERING/DESIGN,ODM,10.288613,10.207244,9.667676,0.54629,0.029076,0.416307,1.028039,0.178665,10.806767,2.883166,8.229569,0.466381,0.575747,8.277612,11.406522,7.261439,7.024158,0.36438,0.001733,10.340616,1,4,4,4,1,1,0,1,0,0,0,0,4,2,2,2,1,1,4,1,30,70
1064,58,AMR,PURCHASING,OEM,4.231305,1.338355,0.950499,12.564565,3.096112,9.024347,13.720533,13.246741,0.123383,0.917763,2.179436,0.72415,0.275953,12.166871,0.135771,5.570114,12.358765,0.032083,0.164255,7.178999,4,4,2,1,1,1,1,1,0,0,0,0,2,3,1,1,3,4,1,2,90,10
1064,770,AMR,PURCHASING,OEM,1.147744,0.3987,6.752802,14.478915,3.490923,10.630814,14.626168,11.069484,0.16505,4.481278,5.844372,1.283515,1.213762,14.416076,4.47189,0.043188,2.899697,0.921628,0.049566,1.614427,2,4,5,4,1,2,1,1,1,1,0,0,2,4,3,4,2,4,2,4,50,50
1064,950,AMR,SUPPLY CHAIN,OEM,0.398206,2.814508,2.048753,14.099673,13.718166,14.059832,7.896519,5.987847,3.338136,10.121797,3.897389,0.566487,0.13203,13.688667,1.565893,0.722081,1.627089,0.429721,0.277728,2.60948,4,5,4,5,2,2,1,1,1,1,0,0,4,1,1,2,3,3,4,1,75,25
1064,1670,AMR,PURCHASING,OEM,1.12391,4.789383,6.929065,14.855901,0.413294,1.436238,14.867008,14.087461,1.611904,4.594431,9.731659,0.366374,0.134363,13.410427,0.186583,2.340008,3.182796,0.032777,5.428273,0.478145,2,2,2,2,1,1,1,0,0,0,0,0,1,2,1,1,3,2,1,2,90,10
1064,2282,AMR,ENGINEERING/DESIGN,OEM,4.360498,7.610569,10.332757,9.449372,0.300213,1.290143,12.899423,2.187565,3.130344,8.806177,9.325102,0.025244,0.495959,13.332763,9.335186,2.041384,1.810677,3.10525,0.085822,0.075552,3,3,1,3,4,3,1,1,0,1,0,0,3,3,3,3,4,3,3,2,20,80
1065,1141,PAC,ENGINEERING/DESIGN,Design House,1.44415,0.864078,0.334755,14.440076,10.30173,7.203649,14.177575,6.689026,0.63912,5.401494,9.569202,1.51524,5.862352,14.710288,0.991729,1.462265,1.5608,0.0342,2.736395,0.061878,2,4,4,4,3,3,0,1,1,1,0,0,4,2,3,1,4,1,4,2,20,80
1066,3972,AMR,PURCHASING,Other,1.151439,2.661276,0.094298,10.125909,9.107598,13.799737,5.056143,12.514619,2.364667,12.803179,0.182394,0.267831,0.545533,13.885884,5.465279,0.936261,0.42015,6.026156,0.20378,2.387866,3,4,5,4,2,2,0,1,1,1,0,0,4,3,2,2,2,3,4,2,25,75
1067,2492,PAC,PURCHASING,Contract Manufacturer,0.553714,3.384743,0.329169,12.43969,10.346168,12.556137,13.311887,7.178133,4.406041,4.834164,0.12519,0.097393,0.242689,13.269651,0.110656,2.037623,11.393986,0.017856,3.229731,0.13538,4,5,4,5,1,2,1,1,0,1,0,0,2,1,2,4,1,5,4,1,40,60
1068,2117,AMR,MANAGEMENT (SENIOR),Molder,3.822333,0.30857,6.496908,11.129919,5.534916,10.512096,12.293589,10.767208,0.00883,1.891195,5.276253,1.016712,10.550579,6.034569,1.083786,0.014542,0.253825,0.389519,12.502978,0.111673,4,4,4,4,2,1,1,1,1,1,0,0,3,2,2,2,1,2,3,2,90,10
1069,3707,EUR,ENGINEERING/DESIGN,Distributor,11.133952,13.086329,12.385269,2.927677,8.939932,5.672926,1.048976,3.806219,9.829524,4.003426,4.166661,0.047423,0.78612,12.920797,6.22392,1.057975,0.666952,0.203333,0.023762,1.068828,4,4,5,4,2,2,0,0,1,1,0,0,2,4,1,4,2,3,4,1,40,60
1070,2102,AMR,MANAGEMENT (SENIOR),Molder,0.923042,0.396925,13.093448,8.558343,1.802857,2.237052,4.343557,0.85137,0.013571,4.355438,12.082537,12.522316,4.969048,11.637499,2.463672,2.958439,2.04791,3.167775,11.528771,0.04643,1,1,4,5,3,4,1,1,1,1,0,1,4,1,3,4,4,3,5,1,40,60
1071,586,EUR,PURCHASING,Other,0.327464,0.681575,4.92851,15.396661,6.894147,3.900093,15.520851,13.524751,0.059727,10.022703,1.012607,1.923349,4.792043,13.373461,0.448446,0.800339,1.485972,3.572552,0.583832,0.750918,5,4,4,4,1,1,1,1,1,1,0,0,4,2,1,4,1,2,4,2,75,25
1072,651,EUR,ENGINEERING/DESIGN,Tier 1,13.076196,0.264815,8.750751,6.447518,0.349635,1.77561,12.93767,3.828119,0.389069,4.087727,4.393383,0.731493,1.297955,13.05194,13.576797,0.157991,9.674405,4.135407,0.238577,0.834941,2,4,5,4,1,1,1,1,1,1,0,0,3,4,1,1,1,4,4,1,70,30
1072,2968,PAC,PURCHASING,Tier 1,3.564389,5.31,7.486026,13.391612,6.321102,2.055797,10.087027,9.710551,1.180081,3.5417,7.121352,0.082999,1.23984,13.336986,0.766276,0.082224,9.489495,0.593531,4.63062,0.008391,4,4,4,4,1,3,1,1,1,1,0,0,4,2,2,4,2,4,4,2,30,70
1072,3790,PAC,ENGINEERING/DESIGN,Tier 1,3.366555,2.852858,12.882725,13.647232,1.963591,2.753933,7.325385,4.268617,2.525324,0.87791,12.693673,2.992864,7.254719,13.512101,0.70118,0.051912,7.957515,0.160982,1.277297,0.933629,4,5,5,5,4,4,1,1,1,1,1,0,4,2,2,2,3,2,2,2,50,50
1073,2031,AMR,MANUFACTURING,Tier 1,3.892151,4.277217,8.253148,12.899991,0.683509,2.450782,9.763921,12.311054,0.019249,0.377384,4.037865,0.079366,0.848765,8.373623,11.532103,0.110337,0.54615,3.916395,4.721186,10.905806,4,4,4,4,2,2,1,1,1,1,0,0,4,2,1,2,2,2,4,2,50,50
1073,2192,AMR,ENGINEERING/DESIGN,Tier 1,0.797389,14.091134,4.300564,14.283797,0.837997,3.058857,8.151523,10.262065,4.095535,7.323388,5.918357,0.285718,0.614228,15.471584,4.378971,1.580913,1.492977,0.86942,0.662518,1.523066,4,4,4,4,2,2,0,0,1,0,0,0,2,4,2,3,4,2,2,2,60,40
1073,3085,AMR,MANAGEMENT (SENIOR),Tier 1,2.054828,1.140503,2.152647,13.972226,10.032749,12.528917,13.38837,11.928594,0.022874,0.215553,1.808616,0.024851,3.226666,14.015617,3.466977,0.903089,7.089377,0.258252,0.315301,1.453993,2,5,5,5,2,2,1,1,1,1,0,0,4,4,4,2,2,2,4,2,40,60
1074,3128,AMR,SUPPLY CHAIN,Molder,2.331895,2.954498,2.872651,5.816152,12.429725,12.747801,1.258227,0.46463,0.039723,2.919754,2.095822,0.205034,12.413538,13.410897,7.33448,4.202666,11.363012,1.950133,3.12981,0.059551,4,4,4,4,2,3,1,1,0,1,0,0,4,1,4,1,4,4,4,4,30,70
1075,217,EUR,PURCHASING,ODM,2.712531,7.566442,2.263283,12.528544,1.627501,5.942135,13.382001,13.895543,0.021726,4.615961,6.925226,0.353494,1.825676,14.206532,7.914107,2.397211,0.897691,0.495724,0.262537,0.166134,3,5,1,5,3,1,1,1,0,1,0,0,1,1,1,1,2,4,3,1,50,50
1076,1806,EUR,SUPPLY CHAIN,Molder,11.374756,12.638519,13.271512,10.576827,1.557774,4.425646,3.411739,1.513527,2.329739,7.830627,12.753774,0.046134,0.881671,13.305124,2.578749,0.179188,0.957182,0.143473,0.154166,0.069873,4,3,4,4,3,3,1,0,1,1,0,0,2,3,3,2,2,2,3,1,50,50
1076,1884,EUR,PURCHASING,Molder,10.796553,8.981946,1.70322,9.177774,1.194025,5.60266,0.475844,0.47216,12.105593,1.977421,12.487005,1.346927,5.686031,12.23252,3.769842,2.782269,6.396785,0.198294,2.577227,0.035903,4,4,4,2,1,4,1,1,1,0,0,1,1,1,2,1,4,1,4,2,30,70
1077,728,MEA,MANUFACTURING,OEM,0.569078,0.435093,0.102772,8.316518,6.969034,8.732882,9.584396,8.692443,0.534192,9.459736,1.593075,10.048212,4.50333,11.320545,0.216027,10.051946,6.390788,1.772469,0.055574,0.65189,2,4,4,4,3,3,1,1,0,1,0,0,4,3,3,4,3,4,4,4,70,30
1078,777,AMR,MANAGEMENT (SENIOR),Converter,7.149475,4.332639,0.583596,11.598547,4.106866,8.842515,13.274499,12.429661,7.283064,11.006026,0.173088,0.056154,0.907107,13.212228,3.179355,0.025758,1.293879,0.302326,0.179051,0.064168,5,5,5,5,2,2,1,1,1,1,0,0,5,2,5,3,4,4,4,2,70,30
1078,808,AMR,PURCHASING,Other,0.290699,0.602781,0.010288,11.940241,9.514553,12.685415,12.911953,12.493079,1.480555,9.43602,0.02209,0.201008,0.655745,12.8277,0.115227,0.062559,0.464217,1.854897,12.335715,0.095259,4,4,4,4,1,2,1,1,1,1,0,1,4,1,1,3,3,1,3,1,50,50
1079,1084,PAC,ENGINEERING/DESIGN,OEM,0.968514,0.946441,0.698772,9.227661,13.066183,10.82257,10.490017,6.861934,3.960037,1.591089,0.785238,0.064725,0.318349,13.327377,1.979862,0.68549,7.275151,10.172008,6.749046,0.009537,2,4,4,4,2,2,1,1,1,1,0,0,4,4,1,1,3,2,2,2,60,40
1080,1351,AMR,SALES,Distributor,1.069704,2.376633,0.433205,13.822642,10.893791,7.548697,14.531015,0.877992,0.781183,14.418998,0.316528,0.633949,0.744473,12.906392,1.745453,1.470958,6.193485,4.026111,5.19985,0.008941,2,4,5,5,3,4,1,1,1,0,0,1,4,1,1,3,4,5,4,4,60,40
1081,1594,EUR,PURCHASING,OEM,11.655957,9.383491,11.991151,12.269094,4.916077,2.533913,11.182421,4.212731,1.400653,0.010067,8.991405,0.087826,2.589297,12.750367,4.599852,0.036479,0.116023,0.159521,0.754912,0.358763,3,3,4,3,2,2,1,1,1,0,1,0,2,3,1,2,4,4,3,1,55,45
1082,3383,EUR,SALES,Distributor,10.367383,7.127878,8.326615,10.440079,0.317231,0.199819,10.619184,2.432397,1.268648,11.448973,5.177888,6.020506,0.755127,7.980651,6.261115,0.120771,7.51055,0.18014,3.424611,0.020435,5,5,5,5,3,4,0,1,1,1,0,0,4,2,3,1,2,5,4,1,45,55
1083,3577,EUR,ENGINEERING/DESIGN,OEM,10.759533,9.274359,12.512734,0.162578,5.82953,1.248483,0.026379,0.164722,6.977742,0.243247,12.849175,1.006034,3.773766,12.855813,4.768918,2.314563,0.296481,3.818293,0.017706,11.099945,4,4,5,2,2,4,1,1,1,0,1,1,2,4,4,2,2,4,4,1,30,70
1084,2522,PAC,MANAGEMENT (SENIOR),Molder,3.579292,4.041896,1.754046,1.174138,12.066196,9.233006,3.336595,3.271318,0.921612,0.173587,6.469372,13.70738,11.106548,14.5096,7.72417,0.463467,0.256799,1.821455,4.332637,0.056888,3,3,3,4,3,3,1,0,1,1,0,0,3,3,3,3,3,3,3,3,50,50
1085,1925,PAC,ENGINEERING/DESIGN,Molder,12.770806,13.199391,13.323009,5.723776,1.13796,0.344934,0.805983,0.160712,1.584084,3.068332,13.385482,0.430114,2.837236,8.267909,8.743554,2.794341,11.006827,0.259634,0.004595,0.15132,2,4,5,5,1,2,1,0,1,0,0,0,3,2,1,4,4,3,2,1,40,60
1086,643,AMR,MANAGEMENT (SENIOR),Converter,4.346333,13.227184,10.226526,13.361059,0.260054,11.57703,6.770453,0.965431,1.217488,4.750274,3.364518,0.466065,6.219954,14.138869,1.004387,1.253194,2.439638,3.728388,0.385802,0.297353,2,2,5,5,3,4,1,1,1,1,0,0,4,2,3,2,2,4,5,1,40,60
1087,1890,AMR,MANAGEMENT (SENIOR),Converter,12.3702,11.967986,10.037445,3.92128,7.302882,0.656407,11.143042,2.045457,8.47609,0.125029,7.953259,0.050581,0.413851,12.850147,3.186417,0.59756,2.572973,0.085195,0.010664,4.233537,1,4,5,4,3,2,1,1,1,0,0,0,5,2,3,2,2,4,3,2,70,30
1088,2716,AMR,ENGINEERING/DESIGN,OEM,7.743401,5.64189,0.798827,12.098349,4.356155,11.795874,12.961395,12.820868,0.474105,9.057899,0.634321,0.117075,0.022481,12.803186,0.914084,0.010013,1.920207,0.022828,5.66539,0.141653,,,,,,,,,,,,,,,,,,,,,,
1089,2386,MEA,ENGINEERING/DESIGN,Contract Manufacturer,12.366483,7.630138,12.258064,10.917487,0.817085,0.04516,12.875881,2.237844,3.056978,3.01554,11.801224,0.173548,0.697171,12.370076,7.750933,0.118592,0.659558,0.146834,0.030281,1.031125,1,4,4,4,1,3,1,1,1,1,0,0,5,2,1,1,2,5,3,3,60,40
1090,1222,AMR,PURCHASING,Molder,5.166167,12.011734,8.405922,2.663045,3.353666,2.884382,3.961777,6.537928,2.821262,11.195429,6.943945,12.15383,0.710834,13.317857,4.84387,0.097457,2.695105,0.15994,0.0201,0.05575,1,5,5,5,4,4,1,1,1,1,1,0,5,2,1,4,5,2,4,2,40,60
1091,956,PAC,PURCHASING,ODM,3.610949,5.40797,11.709478,5.12423,9.623412,2.407735,14.225554,2.223327,11.280568,3.630845,5.387182,0.550098,0.072605,14.158152,3.817496,0.039211,3.243649,0.459261,0.248956,2.779323,4,4,4,4,2,2,1,1,1,1,0,0,4,3,3,2,2,4,4,3,70,30
